c-return Loader:81 Kernel set_trace_func
  c-call Window_Base:67 Window tone=
c-return Window_Base:67 Window tone=
c-return Window_Base:67 Tone set
  return Window_Base:68 Window_Base update_tone
    line Window_Base:86 Window_Base update
    line Window_Base:87 Window_Base update
  return Window_Base:88 Window_Base update
    line Window_Selectable:276 Window_Selectable update
    call Window_Selectable:282 Window_Selectable process_cursor_move
    line Window_Selectable:283 Window_Selectable process_cursor_move
    call Window_Selectable:218 Window_Selectable cursor_movable?
    line Window_Selectable:219 Window_Selectable cursor_movable?
  c-call Window_Selectable:219 Window active
c-return Window_Selectable:219 Window active
  c-call Window_Selectable:219 Window open?
c-return Window_Selectable:219 Window open?
    call Window_Command_2:42 Window_Command item_max
    line Window_Command_2:43 Window_Command item_max
  return Window_Command_2:44 Window_Command item_max
  return Window_Selectable:220 Window_Selectable cursor_movable?
    line Window_Selectable:284 Window_Selectable process_cursor_move
    line Window_Selectable:285 Window_Selectable process_cursor_move
  c-call Window_Selectable:285 Input repeat?
c-return Window_Selectable:285 Input repeat?
    line Window_Selectable:286 Window_Selectable process_cursor_move
  c-call Window_Selectable:286 Input repeat?
c-return Window_Selectable:286 Input repeat?
    line Window_Selectable:287 Window_Selectable process_cursor_move
  c-call Window_Selectable:287 Input repeat?
c-return Window_Selectable:287 Input repeat?
    line Window_Selectable:288 Window_Selectable process_cursor_move
  c-call Window_Selectable:288 Input repeat?
c-return Window_Selectable:288 Input repeat?
    line Window_Selectable:289 Window_Selectable process_cursor_move
    call Window_Selectable:206 Window_Selectable handle?
    line Window_Selectable:207 Window_Selectable handle?
  c-call Window_Selectable:207 Hash include?
c-return Window_Selectable:207 Hash include?
  return Window_Selectable:208 Window_Selectable handle?
  c-call Window_Selectable:289 Input trigger?
c-return Window_Selectable:289 Input trigger?
    line Window_Selectable:290 Window_Selectable process_cursor_move
    call Window_Selectable:206 Window_Selectable handle?
    line Window_Selectable:207 Window_Selectable handle?
  c-call Window_Selectable:207 Hash include?
c-return Window_Selectable:207 Hash include?
  return Window_Selectable:208 Window_Selectable handle?
  c-call Window_Selectable:290 Input trigger?
c-return Window_Selectable:290 Input trigger?
    line Window_Selectable:291 Window_Selectable process_cursor_move
  return Window_Selectable:292 Window_Selectable process_cursor_move
    line Window_Selectable:277 Window_Selectable update
    call Window_Selectable:296 Window_Selectable process_handling
    line Window_Selectable:297 Window_Selectable process_handling
  c-call Window_Selectable:297 Window open?
c-return Window_Selectable:297 Window open?
  c-call Window_Selectable:297 Window active
c-return Window_Selectable:297 Window active
    line Window_Selectable:298 Window_Selectable process_handling
    call Window_Command_2:123 Window_Command ok_enabled?
    line Window_Command_2:124 Window_Command ok_enabled?
  return Window_Command_2:125 Window_Command ok_enabled?
  c-call Window_Selectable:298 Input trigger?
c-return Window_Selectable:298 Input trigger?
    line Window_Selectable:299 Window_Selectable process_handling
    call Window_Selectable:312 Window_Selectable cancel_enabled?
    line Window_Selectable:313 Window_Selectable cancel_enabled?
    call Window_Selectable:206 Window_Selectable handle?
    line Window_Selectable:207 Window_Selectable handle?
  c-call Window_Selectable:207 Hash include?
c-return Window_Selectable:207 Hash include?
  return Window_Selectable:208 Window_Selectable handle?
  return Window_Selectable:314 Window_Selectable cancel_enabled?
    line Window_Selectable:300 Window_Selectable process_handling
    call Window_Selectable:206 Window_Selectable handle?
    line Window_Selectable:207 Window_Selectable handle?
  c-call Window_Selectable:207 Hash include?
c-return Window_Selectable:207 Hash include?
  return Window_Selectable:208 Window_Selectable handle?
    line Window_Selectable:301 Window_Selectable process_handling
    call Window_Selectable:206 Window_Selectable handle?
    line Window_Selectable:207 Window_Selectable handle?
  c-call Window_Selectable:207 Hash include?
c-return Window_Selectable:207 Hash include?
  return Window_Selectable:208 Window_Selectable handle?
  return Window_Selectable:302 Window_Selectable process_handling
  return Window_Selectable:278 Window_Selectable update
c-return Scene_Base:95 Array each
  return Scene_Base:99 Scene_Base update_all_windows
  return Scene_Base:52 Scene_Base update_basic
    line (eval):6 Scene_Base update_basic
  c-call (eval):6 Proc call
    line Mouse Comp:286  
    call Mouse Comp:254 CMouse run
    line Mouse Comp:259 CMouse run
    call CMouse:14 CMouse pos
    line CMouse:15 CMouse pos
  c-call CMouse:15 CMouse x
c-return CMouse:15 CMouse x
  c-call CMouse:15 CMouse y
c-return CMouse:15 CMouse y
  return CMouse:16 CMouse pos
    call Mouse Comp:12 CMouse::Point set
    line Mouse Comp:14 CMouse::Point set
  c-call Mouse Comp:14 Kernel is_a?
c-return Mouse Comp:14 Kernel is_a?
    line Mouse Comp:15 CMouse::Point set
    line Mouse Comp:16 CMouse::Point set
    line Mouse Comp:17 CMouse::Point set
    line Mouse Comp:18 CMouse::Point set
  return Mouse Comp:19 CMouse::Point set
    line Mouse Comp:260 CMouse run
  c-call Mouse Comp:260 Thread alive?
c-return Mouse Comp:260 Thread alive?
  c-call Mouse Comp:260 Thread kill
c-return Mouse Comp:260 Thread kill
    line Mouse Comp:261 CMouse run
  c-call Mouse Comp:261 Thread new
  c-call Mouse Comp:261 Thread initialize
c-return Mouse Comp:261 Thread initialize
c-return Mouse Comp:261 Thread new
    line Mouse Comp:272 CMouse run
    line Mouse Comp:273 CMouse run
  c-call Mouse Comp:273 CMouse up?
c-return Mouse Comp:273 CMouse up?
    line Mouse Comp:274 CMouse run
  c-call Mouse Comp:274 CMouse up?
c-return Mouse Comp:274 CMouse up?
    line Mouse Comp:275 CMouse run
  c-call Mouse Comp:275 CMouse up?
c-return Mouse Comp:275 CMouse up?
    line Mouse Comp:276 CMouse run
  c-call Mouse Comp:276 NilClass nil?
c-return Mouse Comp:276 NilClass nil?
    line Mouse Comp:281 CMouse run
  c-call Mouse Comp:281 CMouse update
c-return Mouse Comp:281 CMouse update
  return Mouse Comp:282 CMouse run
c-return (eval):6 Proc call
  return (eval):7 Scene_Base update_basic
  return Scene_Base:44 Scene_Base update
    call Scene_Base:35 Scene_Base scene_changing?
    line Scene_Base:36 Scene_Base scene_changing?
    call SceneManager:40 SceneManager scene
    line SceneManager:41 SceneManager scene
  return SceneManager:42 SceneManager scene
  return Scene_Base:37 Scene_Base scene_changing?
    call Scene_Base:41 Scene_Base update
    line Scene_Base:42 Scene_Base update
  c-call Scene_Base:42 RGSSX fps
c-return Scene_Base:42 RGSSX fps
    call Loader:23 Object print
    line Loader:23 Object print
  c-call Loader:23 Object _debugger_noflush_print
  c-call Loader:23 IO write
  c-call Loader:23 Fixnum to_s
c-return Loader:23 Fixnum to_s
c-return Loader:23 IO write
c-return Loader:23 Object _debugger_noflush_print
    line Loader:23 Object print
  c-call Loader:23 IO flush
c-return Loader:23 IO flush
  return Loader:23 Object print
    line Scene_Base:43 Scene_Base update
    call (eval):4 Scene_Base update_basic
    line (eval):5 Scene_Base update_basic
    call Scene_Base:48 Scene_Base update_basic
    line Scene_Base:49 Scene_Base update_basic
  c-call Scene_Base:49 Graphics update
c-return Scene_Base:49 Graphics update
    line Scene_Base:50 Scene_Base update_basic
  c-call Scene_Base:50 Input update
c-return Scene_Base:50 Input update
    line Scene_Base:51 Scene_Base update_basic
    call Scene_Base:94 Scene_Base update_all_windows
    line Scene_Base:95 Scene_Base update_all_windows
  c-call Scene_Base:95 Kernel instance_variables
c-return Scene_Base:95 Kernel instance_variables
  c-call Scene_Base:95 Array each
    line Scene_Base:96 Scene_Base update_all_windows
  c-call Scene_Base:96 Kernel instance_variable_get
c-return Scene_Base:96 Kernel instance_variable_get
    line Scene_Base:97 Scene_Base update_all_windows
  c-call Scene_Base:97 Kernel is_a?
c-return Scene_Base:97 Kernel is_a?
    line Scene_Base:96 Scene_Base update_all_windows
  c-call Scene_Base:96 Kernel instance_variable_get
c-return Scene_Base:96 Kernel instance_variable_get
    line Scene_Base:97 Scene_Base update_all_windows
  c-call Scene_Base:97 Kernel is_a?
c-return Scene_Base:97 Kernel is_a?
    line Scene_Base:96 Scene_Base update_all_windows
  c-call Scene_Base:96 Kernel instance_variable_get
c-return Scene_Base:96 Kernel instance_variable_get
    line Scene_Base:97 Scene_Base update_all_windows
  c-call Scene_Base:97 Kernel is_a?
c-return Scene_Base:97 Kernel is_a?
    line Scene_Base:96 Scene_Base update_all_windows
  c-call Scene_Base:96 Kernel instance_variable_get
c-return Scene_Base:96 Kernel instance_variable_get
    line Scene_Base:97 Scene_Base update_all_windows
  c-call Scene_Base:97 Kernel is_a?
c-return Scene_Base:97 Kernel is_a?
    line Scene_Base:96 Scene_Base update_all_windows
  c-call Scene_Base:96 Kernel instance_variable_get
c-return Scene_Base:96 Kernel instance_variable_get
    line Scene_Base:97 Scene_Base update_all_windows
  c-call Scene_Base:97 Kernel is_a?
c-return Scene_Base:97 Kernel is_a?
    call Window_Selectable:274 Window_Selectable update
    line Window_Selectable:275 Window_Selectable update
    call Window_Base:83 Window_Base update
    line Window_Base:84 Window_Base update
  c-call Window_Base:84 Window update
c-return Window_Base:84 Window update
    line Window_Base:85 Window_Base update
    call Window_Base:66 Window_Base update_tone
    line Window_Base:67 Window_Base update_tone
  c-call Window_Base:67 Window tone
c-return Window_Base:67 Window tone
    call Game_System:45 Game_System window_tone
    line Game_System:46 Game_System window_tone
  return Game_System:47 Game_System window_tone
  c-call Window_Base:67 Tone set
  c-call Window_Base:67 Window tone=
c-return Window_Base:67 Window tone=
c-return Window_Base:67 Tone set
  return Window_Base:68 Window_Base update_tone
    line Window_Base:86 Window_Base update
    line Window_Base:87 Window_Base update
  return Window_Base:88 Window_Base update
    line Window_Selectable:276 Window_Selectable update
    call Window_Selectable:282 Window_Selectable process_cursor_move
    line Window_Selectable:283 Window_Selectable process_cursor_move
    call Window_Selectable:218 Window_Selectable cursor_movable?
    line Window_Selectable:219 Window_Selectable cursor_movable?
  c-call Window_Selectable:219 Window active
c-return Window_Selectable:219 Window active
  c-call Window_Selectable:219 Window open?
c-return Window_Selectable:219 Window open?
    call Window_Command_2:42 Window_Command item_max
    line Window_Command_2:43 Window_Command item_max
  return Window_Command_2:44 Window_Command item_max
  return Window_Selectable:220 Window_Selectable cursor_movable?
    line Window_Selectable:284 Window_Selectable process_cursor_move
    line Window_Selectable:285 Window_Selectable process_cursor_move
  c-call Window_Selectable:285 Input repeat?
c-return Window_Selectable:285 Input repeat?
    line Window_Selectable:286 Window_Selectable process_cursor_move
  c-call Window_Selectable:286 Input repeat?
c-return Window_Selectable:286 Input repeat?
    line Window_Selectable:287 Window_Selectable process_cursor_move
  c-call Window_Selectable:287 Input repeat?
c-return Window_Selectable:287 Input repeat?
    line Window_Selectable:288 Window_Selectable process_cursor_move
  c-call Window_Selectable:288 Input repeat?
c-return Window_Selectable:288 Input repeat?
    line Window_Selectable:289 Window_Selectable process_cursor_move
    call Window_Selectable:206 Window_Selectable handle?
    line Window_Selectable:207 Window_Selectable handle?
  c-call Window_Selectable:207 Hash include?
c-return Window_Selectable:207 Hash include?
  return Window_Selectable:208 Window_Selectable handle?
  c-call Window_Selectable:289 Input trigger?
c-return Window_Selectable:289 Input trigger?
    line Window_Selectable:290 Window_Selectable process_cursor_move
    call Window_Selectable:206 Window_Selectable handle?
    line Window_Selectable:207 Window_Selectable handle?
  c-call Window_Selectable:207 Hash include?
c-return Window_Selectable:207 Hash include?
  return Window_Selectable:208 Window_Selectable handle?
  c-call Window_Selectable:290 Input trigger?
c-return Window_Selectable:290 Input trigger?
    line Window_Selectable:291 Window_Selectable process_cursor_move
  return Window_Selectable:292 Window_Selectable process_cursor_move
    line Window_Selectable:277 Window_Selectable update
    call Window_Selectable:296 Window_Selectable process_handling
    line Mouse Comp:262 CMouse run
c-return Mouse Comp:262 Time now
    line Window_Selectable:297 Window_Selectable process_handling
  c-call Mouse Comp:262 Time now
  c-call Mouse Comp:262 Time initialize
c-return Mouse Comp:262 Time initialize
c-return Mouse Comp:262 Time now
    line Mouse Comp:263 CMouse run
    call Mouse Comp:68 CMouse::UICore check
    line Mouse Comp:69 CMouse::UICore check
  c-call Mouse Comp:69 Array each
    line Mouse Comp:70 CMouse::UICore check
    call Mouse Comp:25 CMouse::UIRect include?
    line Mouse Comp:26 CMouse::UIRect include?
    line Mouse Comp:26 CMouse::UIRect include?
  c-call Mouse Comp:27 Fixnum >=
c-return Mouse Comp:27 Fixnum >=
    line Mouse Comp:27 CMouse::UIRect include?
  c-call Mouse Comp:27 Float +
c-return Mouse Comp:27 Float +
  c-call Mouse Comp:27 Fixnum <=
c-return Mouse Comp:27 Fixnum <=
    line Mouse Comp:30 CMouse::UIRect include?
  return Mouse Comp:31 CMouse::UIRect include?
    line Mouse Comp:70 CMouse::UICore check
    call Mouse Comp:25 CMouse::UIRect include?
    line Mouse Comp:26 CMouse::UIRect include?
    line Mouse Comp:26 CMouse::UIRect include?
  c-call Mouse Comp:27 Fixnum >=
c-return Mouse Comp:27 Fixnum >=
    line Mouse Comp:27 CMouse::UIRect include?
  c-call Mouse Comp:27 Float +
c-return Mouse Comp:27 Float +
  c-call Mouse Comp:27 Fixnum <=
c-return Mouse Comp:27 Fixnum <=
    line Mouse Comp:30 CMouse::UIRect include?
  return Mouse Comp:31 CMouse::UIRect include?
    line Mouse Comp:70 CMouse::UICore check
    call Mouse Comp:25 CMouse::UIRect include?
    line Mouse Comp:26 CMouse::UIRect include?
    line Mouse Comp:26 CMouse::UIRect include?
  c-call Mouse Comp:27 Fixnum >=
c-return Mouse Comp:27 Fixnum >=
    line Mouse Comp:27 CMouse::UIRect include?
  c-call Mouse Comp:27 Float +
c-return Mouse Comp:27 Float +
  c-call Mouse Comp:27 Fixnum <=
c-return Mouse Comp:27 Fixnum <=
    line Mouse Comp:30 CMouse::UIRect include?
  return Mouse Comp:31 CMouse::UIRect include?
    line Mouse Comp:70 CMouse::UICore check
    call Mouse Comp:25 CMouse::UIRect include?
    line Mouse Comp:26 CMouse::UIRect include?
